Time;SS-RSRP
12:19:37;-114.51
12:19:37;-130.16
12:19:37;-108.93
12:19:37;-124.52
12:19:37;-101.49
12:19:37;-114.1
12:19:37;-133.59
12:19:37;-117.3
12:19:37;-104.51
12:19:37;-118.99
12:19:37;-111.57
12:19:37;-128.56
12:19:37;-111.35
12:19:37;-125.35
12:19:37;-97.49
12:19:37;-131.47
12:19:37;-123.45
12:19:37;-130.21
12:19:37;-133.02
12:19:37;-111.01
12:19:37;-127.91
12:19:37;-129.41
12:19:37;-112.73
12:19:37;-130.6
12:19:37;-100.48
12:19:37;-135.96
12:19:37;-125.24
12:19:37;-126.39
12:19:37;-113.92
12:19:37;-127.15
12:19:37;-128.11
12:19:37;-107.06
12:19:37;-118.68
12:19:37;-127.78
12:19:37;-115.21
12:19:37;-132.61
12:19:41;-118.74
12:19:41;-97.19
12:19:41;-120.29
12:19:41;-116.86
12:19:41;-130.61
12:19:41;-118.97
12:19:41;-133.65
12:19:41;-99.39
12:19:41;-135.22
12:19:41;-124.96
12:19:41;-132.26
12:19:41;-129.9
12:19:41;-116.46
12:19:41;-124.67
12:19:41;-116.98
12:19:41;-137.36
12:19:41;-134.01
12:19:41;-105.91
12:19:41;-130.26
12:19:41;-124.41
12:19:41;-126.22
12:19:41;-120.79
12:19:41;-132.4
12:19:41;-132.34
12:19:41;-110.33
12:19:41;-126.33
12:19:41;-129.04
12:19:41;-114.57
12:19:45;-98.29
12:19:45;-110.74
12:19:45;-119.54
12:19:45;-125.88
12:19:45;-105.04
12:19:45;-125.94
12:19:45;-124.3
12:19:45;-119.42
12:19:45;-119.7
12:19:45;-126.01
12:19:45;-127.66
12:19:45;-121.31
12:19:45;-125.22
12:19:45;-132.13
12:19:45;-107.82
12:19:45;-122.72
12:19:45;-117.7
12:19:45;-116.09
12:19:45;-121.9
12:19:45;-125.36
12:19:45;-127.3
12:19:45;-112.15
12:19:45;-118.52
12:19:45;-126.72
12:19:45;-113.07
12:19:46;-113.83
12:19:46;-98.15
12:19:46;-119.96
12:19:46;-104.05
12:19:46;-130.63
12:19:46;-115.42
12:19:46;-127.37
12:19:46;-99.75
12:19:46;-131.81
12:19:46;-123.23
12:19:46;-135.85
12:19:46;-124.44
12:19:46;-115.44
12:19:46;-131.81
12:19:46;-128.03
12:19:46;-116.52
12:19:46;-128.5
12:19:46;-131.68
12:19:46;-103.82
12:19:46;-119.89
12:19:46;-123.49
12:19:46;-122.26
12:19:46;-117.64
12:19:46;-126.83
12:19:46;-108.91
12:19:46;-126.23
12:19:46;-125.59
12:19:46;-113.69
12:19:46;-134.94
12:19:50;-98.5
12:19:50;-120.53
12:19:50;-107.95
12:19:51;-128.78
12:19:51;-118.76
12:19:51;-133.27
12:19:51;-104.97
12:19:51;-133.19
12:19:51;-131.25
12:19:51;-128.77
12:19:51;-119.07
12:19:51;-124.11
12:19:51;-120.32
12:19:51;-136.1
12:19:51;-107.87
12:19:51;-131.41
12:19:51;-124.38
12:19:51;-124.95
12:19:51;-121.12
12:19:51;-132.72
12:19:51;-113.6
12:19:51;-134.24
12:19:51;-135.33
12:19:51;-120.19
12:19:53;-111.06
12:19:53;-97.09
12:19:53;-113.13
12:19:53;-103.75
12:19:53;-114.06
12:19:53;-131.96
12:19:53;-99.33
12:19:53;-131.09
12:19:53;-126.38
12:19:53;-113.47
12:19:53;-131.41
12:19:53;-115.31
12:19:53;-132.69
12:19:53;-131.3
12:19:53;-102.77
12:19:53;-122.43
12:19:53;-122.16
12:19:53;-115.76
12:19:53;-132.78
12:19:53;-130.57
12:19:53;-108.8
12:19:53;-123.87
12:19:53;-128.28
12:19:53;-112.98
12:19:55;-112.2
12:19:55;-106.07
12:19:55;-114.68
12:19:55;-113.23
12:19:55;-112.05
12:19:55;-131.56
12:19:55;-95.73
12:19:55;-128.78
12:19:55;-124.32
12:19:55;-134.51
12:19:55;-125.57
12:19:55;-111.52
12:19:55;-124.11
12:19:55;-124.55
12:19:55;-113.22
12:19:55;-129.28
12:19:55;-101.21
12:19:55;-122.64
12:19:55;-120.55
12:19:55;-122.81
